0,1,2,3,4,5
0.777777778,0.586332128,0.535714285,0.470588235,0.593227356,0.256647049
0.666666667,0.643304333,0.250000001,0.313725489,0.264748876,0.599920114
0.666666667,0.643304333,0.250000001,0.313725489,0.264748876,0.599920114
0.666666667,0.614827274,0.571428572,0.794117648,0.519000528,0.535721923
0.666666667,0.614827274,0.571428572,0.794117648,0.519000528,0.535721923
0.666666667,0.572656059,0.363095238,0.176470588,0.325802122,0.769223414
0.666666667,0.572656059,0.363095238,0.176470588,0.325802122,0.769223414
0.666666667,0.673880035,0.330357143,0.286764706,0.315053811,0.634996364
0.555555556,0.591404062,0.633928571,0.897058824,0.650940363,0.314310925
0.666666667,0.598640751,0.619047619,0.843137255,0.633459458,0.350553783
0.666666667,0.583977596,0.464285715,0.666666666,0.462406075,0.469348539
0.777777778,0.606765319,0.482142857,0.588235294,0.467572048,0.532621891
0.777777778,0.655626466,0.464285715,0.602941176,0.47312641,0.499611427
0.666666667,0.232273071,0.457142857,0.600000001,0.504610472,0.420064189
0.555555556,0.598822112,0.607142857,0.862745099,0.624310998,0.355228953
0.555555556,0.591404062,0.633928571,0.897058824,0.650940363,0.314310925
0.555555556,0,0.542857143,0.223529411,0.520017855,0.496661595
0.555555556,0.699729323,0.366071429,0.470588235,0.367317361,0.675717901
0.777777778,0.132868021,0.142857143,0.102941176,0.136699262,0.813205166
0.777777778,0.593833276,0.366071429,0.61764706,0.399756261,0.469279808
0.777777778,0.828074661,0.294642857,0.323529412,0.273473442,0.723473803
0.555555556,0.562422916,0.171428571,0.176470588,0.171458656,0.78704445
0.666666667,0.607438734,0.422619048,0.588235294,0.445423085,0.474115942
0.666666667,0.607438734,0.422619048,0.588235294,0.445423085,0.474115942
0.555555556,0.60390477,0.035714286,0.117647058,0.030286896,1
0.555555556,0.60390477,0.035714286,0.117647058,0.030286896,1
0.777777778,0.593833276,0.366071429,0.61764706,0.399756261,0.469279808
0.555555556,0.661408424,0.261904762,0.401960783,0.266277092,0.68750859
0.555555556,0.643288316,0.214285714,0.132352941,0.209759552,0.823125564
0.666666667,0.610386499,0.223214286,0.294117646,0.233933942,0.721796598
0.777777778,0.584795107,0.324675324,0.22459893,0.334107808,0.576756883
0.777777778,0.585939004,0.297619048,0.210784313,0.308748083,0.597880157
0.666666667,0.59546586,0.196428572,0.132352941,0.278343604,0.393734786
0.777777778,0.623075569,0.303571429,0.441176471,0.331665015,0.540369006
0.777777778,0.585352413,0.300595238,0.215686274,0.311543881,0.596877734
0.777777778,0.690439231,0.309523809,0.220588236,0.350390267,0.492719207
0.777777778,0.575880611,0.297619048,0.210784313,0.308847789,0.597478985
0.777777778,0.584795107,0.324675324,0.22459893,0.334107808,0.576756883
0.888888889,0.584768992,0.303571429,0.345588235,0.295051302,0.571258375
0.777777778,0.581529467,0.37244898,0.294117646,0.376609714,0.482704001
0.777777778,0.581949908,0.337301587,0.281045752,0.347359415,0.50507723
0.777777778,0.592248156,0.232142857,0.38235294,0.274216558,0.475451105
0.777777778,0.591548889,0.375,0.411764706,0.440745104,0.131511446
0,0.602532612,1,1,0.99865565,0.002761196
0.777777778,0.68932999,0.553571429,0.764705883,0.545169405,0.525539492
0.777777778,0.591728794,0.375,0.38235294,0.440894475,0.128492187
0.555555556,0.620195135,0.4,0.399999999,0.42990214,0.473124349
0.777777778,0.591330689,0.232142857,0.411764706,0.275777452,0.445315994
0.777777778,0.592248156,0.232142857,0.38235294,0.274216558,0.475451105
0.666666667,0.606403911,0.357142858,0.607843137,0.372032464,0.528511746
0.666666667,0.581316897,0.188775511,0.243697479,0.230330841,0.580234319
0.666666667,0.679108233,0.535714285,0.941176471,0.547380101,0.456734462
1,0.598623352,0.267857143,0.294117646,0.285506074,0.359459484
0.888888889,0.792432917,0.418367347,0.630252101,0.431377128,0.452848414
0.888888889,0.792432917,0.418367347,0.630252101,0.431377128,0.452848414
0.555555556,0.592811041,0.334821428,0.30882353,0.373898965,0.43556317
0.555555556,0.605096953,0.250000001,0.294117646,0.274963319,0.576462827
0.777777778,0.583257839,0.142857143,0.294117646,0.229222626,0.476105706
0.666666667,0.720475055,0.416666666,0.637254903,0.458953868,0.230601438
1,0.598623352,0.267857143,0.294117646,0.285506074,0.359459484
0.777777778,0.617011502,0.285714286,0.252100841,0.285827491,0.557784054
0.666666667,0.61496657,0.380952381,0.264705883,0.412608874,0.387310144
0.444444444,0.751694096,0.357142858,0.38235294,0.409243711,0.292185544
0.666666667,0.596767517,0.352040817,0.394957982,0.383011873,0.470493571
0.555555556,0.576538154,0.515306122,0.638655463,0.495872754,0.511242547
0.666666667,0.583977596,0.464285715,0.666666666,0.462406075,0.469348539
0.444444444,0.598090859,0.321428571,0.376470588,0.347389353,0.520605079
0.666666667,0.58379672,0.357142858,0.369747899,0.389141599,0.507468797
0.666666667,0.596893897,0.526785714,0.5,0.544098257,0.44616315
0.444444444,0.602669857,0.714285714,0.955882353,0.669366216,0.376302415
0.666666667,0.596767517,0.352040817,0.394957982,0.383011873,0.470493571
0.666666667,0.624105205,0.419642857,0.338235293,0.430383973,0.394455776
0.777777778,0.585730201,0.142857143,0.294117646,0.206804402,0.495852907
0.777777778,0.890303148,0.482142857,0.38235294,0.434228726,0.526775445
0.555555556,0.585857893,0.357142858,0.319327732,0.376166934,0.605401299
0.555555556,0.574784169,0.392857143,0.279411764,0.416011248,0.51891075
0,0.599582535,1,1,1,0
0.666666667,0.607460776,0.401785714,0.529411765,0.415435356,0.54662365
0.555555556,0.581778866,0.345238096,0.24509804,0.35942088,0.627939893
0.555555556,0.591561733,0.357142858,0.37254902,0.399540814,0.505020309
0.666666667,0.575965799,0.392857143,0.279411764,0.416253062,0.518348615
0.555555556,0.585857893,0.357142858,0.319327732,0.376166934,0.605401299
0.666666667,0.575917473,0.392857143,0.294117646,0.416240727,0.518405835
0.555555556,0.576378186,0.423469388,0.453781513,0.430923591,0.529468924
0.555555556,0.58340219,0.423469388,0.453781513,0.430043726,0.531015012
0.666666667,0.637223831,0.363095238,0.460784314,0.438276088,0.345857652
0.888888889,0.588616047,0.364285714,0.376470588,0.469632307,0.252039679
0.888888889,0.635309145,0.285714286,0.447058823,0.359606309,0.389782748
0.666666667,0.547661307,0.257142857,0.317647059,0.302547652,0.518405104
0.777777778,0.579739404,0.315476191,0.460784314,0.412039309,0.290881824
0.777777778,0.582562773,0.375,0.441176471,0.491829253,0.23774036
0.888888889,0.589493959,0.366071429,0.411764706,0.473186479,0.246154002
0.666666667,0.637223831,0.363095238,0.460784314,0.438276088,0.345857652
1,0.654602364,0.321428571,0.317647059,0.34970223,0.473491338
0.666666667,0.620464391,0.464285715,0.514705882,0.446668217,0.523271933
0.777777778,0.620108318,0.238095239,0.352941177,0.269896676,0.478436946
